A2M
NELL2
NET1
NEUROD1
NF1
NFKBIZ
NGFR
NID1
NKG7
NKX2-2
NLGN4Y
NMB
NMU
NNMT
NOD1
NOP53
NOSIP
NOSTRIN
NOTCH1
NOTCH2
NOTCH3
NOVA1
NPC2
NPDC1
NPNT
NR2F2
NR4A2
NRG1
NRG3
NRP2
NRXN1
NSG1
NT5E
NTN4
NUPR1
NUSAP1
NXPE4
OCIAD2
ODF2L
OGN
OLFM4
OPRPN
ORC6
OSBPL5
OST4
OSTC
OTOP2
OXTR
P2RX1
PABPC1
PAPLN
PAX4
PAX5
PBK
PBX1
PBXIP1
PCDH11X
PCDH7
PCLAF
PCNA
PCOLCE
PCP4
PCSK2
PDCD1
PDCD1LG2
PDE4A
PDE4C
PDGFRA
PDGFRB
PDK4
PDPN
PDZK1IP1
PEBP4
PECAM1
PELI1
PERP
PFDN5
PGA5
PGC
PGR
PI3
PIGR
PIK3CA
PIM1
PIP
PITX1
PKHD1L1
PKIB
PKLR
PLA2G7
PLAC9
PLCE1
PLCG2
PLD4
PLEK
PLIN4
PLN
PLP1
PLPP2
PLPPR3
PLVAP
PLXND1
PMEL
PMP22
POSTN
PPA1
PPARG
PPDPF
PPP1R12B
PPP1R14A
PPP1R1A
PPP1R1B
PPY
PRDM1
PRDX4
PRF1
PRG4
PRKG2
PROX1
PRPH
PRRX1
PRSS23
PSMB10
PSTPIP2
PTCH1
PTEN
PTGDS
PTGER3
PTGER4
PTGR1
PTGS1
PTN
PTPRB
PTPRC
PTPRCAP
PTRHD1
PTTG1
PVALB
QARS
QPCT
RAB26
RAB30
RAB3B
RAMP2
RAP1GAP
RAPGEF3
RARRES2
RASSF4
RASSF8
RB1
RBFOX3
RBM3
RBP4
RBP5
REG1A
REG3A
REG4
REP15
RERGL
RETN
RETNLB
RFX6
RGCC
RGMB
RGS1
RGS13
RGS16
RGS5
RHOA
RHOH
RHOV
RIDA
RIIAD1
RNASE1
RND1
RNF43
ROBO1
ROBO2
ROR2
RORA
RORC
RPS4Y1
RRM2
RSPO3
RTKN2
RTN4
RUNDC3A
RUNX1
RUNX1T1
RUNX2
RUNX3
S100A1
S100A12
S100A13
S100A14
S100A4
S100A8
S100A9
S100B
S100P
SAMD3
SBSN
SCD
SCG2
SCG3
SCG5
SCGB1B2P
SCGB2A1
SCGN
SCNN1A
SDC1
SDC4
SDCBP2
SEC11C
SEC24A
SEC61B
SEC62
SELE
SELENBP1
SELENOK
SELENOM
SELL
SEMA3C
SERHL2
SERPINA1
SERPINA3
SERPINB1
SERPINB2
SERPINB3
SERPINB5
SERPINB9
SERPINE1
SERPINE2
SERPING1
SFRP1
SFRP2
SFRP4
SFTA2
SFXN1
SH2D3C
SH2D6
SH2D7
SH3YL1
SHH
SIT1
SKP1
SLAMF1
SLAMF7
SLC12A2
SLC18A2
SLC1A3
SLC22A8
SLC25A3
SLC25A37
SLC25A39
SLC26A2
SLC26A3
SLC29A4
SLC2A3
SLC4A1
SLC5A6
SLC6A8
SLC7A5
SLC8A1
SLPI
SMAD3
SMAP2
SMIM14
SMIM24
SMIM6
SMOC2
SMS
SMYD2
SNAI1
SNCA
SNCG
SNTN
SOCS1
SOCS2
SOCS3
SOD3
SOS1
SOST
SOSTDC1
SOX10
SOX15
SOX17
SOX18
SOX2
SOX4
SOX6
SOX9
SPARC
SPARCL1
SPDEF
SPI1
SPIB
SPINK2
SPOCK2
SPON2
SPP1
SPRY1
SQLE
SRPK1
SRPX
SSR2
SSR3
SSR4
SST
SSTR2
STAB1
STAT1
STAT2
STAT3
STAT4
STAT5B
STAT6
STC1
STC2
STEAP4
STMN1
STRADB
STXBP6
SULT1B1
SUMO2
SVIL
SVOPL
SYK
SYNPO2
TAC1
TACSTD2
TAGLN
TAT
TBC1D4
TBC1D7
TBX21
TBX3
TC2N
TCEAL7
TCF15
TCF21
TCF4
TCF7
TCIM
TCL1A
TENT5C
TFAP2A
TFAP2B
TFF1
TFF2
TFF3
TFPI
TFPI2
TGFB1
TGFBI
THAP2
THBS1
THBS2
THBS4
THY1
TIFA
TIGIT
TIMP3
TIMP4
TK1
TKT
TM4SF1
TM4SF18
TM4SF4
TMA7
TMBIM6
TMC5
TMCC2
TMEM100
TMEM147
TMEM150C
TMEM174
TMEM176A
TMEM45A
TMEM52B
TMEM61
TMIGD1
TMPRSS2
TNC
TNF
TNFAIP3
TNFRSF13B
TNFRSF13C
TNFRSF17
TNFRSF18
TNFRSF1B
TNFRSF25
TNFRSF9
TNFSF13B
TNXB
TOMM7
TOP2A
TOX
TP53
TP63
TPD52
TPSAB1
TPSG1
TRAC
TRAF4
TRAK2
TRAPPC3
TRAT1
TRBC1
TRBC2
TRDN
TRDV1
TREM2
TRGV4
TRIB1
TRIM29
TRPM1
TRPM5
TSC22D1
TSPAN19
TSPAN33
TTR
TUBA1A
TUBA1B
TUBA4A
TUBB
TUBB2B
TWIST2
TXLNA
TYMS
TYR
TYROBP
TYRP1
UBD
UBE2C
UCN3
UCP1
UGP2
UGT2A3
UGT2B17
UMOD
UPK3B
UQCC2
USP53
UnassignedCodeword_0000
UnassignedCodeword_0003
UnassignedCodeword_0005
UnassignedCodeword_0006
UnassignedCodeword_0007
UnassignedCodeword_0010
UnassignedCodeword_0011
UnassignedCodeword_0012
UnassignedCodeword_0013
UnassignedCodeword_0014
UnassignedCodeword_0015
UnassignedCodeword_0016
UnassignedCodeword_0018
UnassignedCodeword_0020
UnassignedCodeword_0022
UnassignedCodeword_0026
UnassignedCodeword_0030
UnassignedCodeword_0033
UnassignedCodeword_0035
UnassignedCodeword_0036
UnassignedCodeword_0037
UnassignedCodeword_0039
UnassignedCodeword_0041
UnassignedCodeword_0044
UnassignedCodeword_0047
UnassignedCodeword_0052
UnassignedCodeword_0054
UnassignedCodeword_0055
UnassignedCodeword_0062
UnassignedCodeword_0064
UnassignedCodeword_0066
UnassignedCodeword_0067
UnassignedCodeword_0069
UnassignedCodeword_0070
UnassignedCodeword_0071
UnassignedCodeword_0077
UnassignedCodeword_0079
UnassignedCodeword_0080
UnassignedCodeword_0082
UnassignedCodeword_0085
UnassignedCodeword_0089
UnassignedCodeword_0093
UnassignedCodeword_0096
UnassignedCodeword_0097
UnassignedCodeword_0099
UnassignedCodeword_0100
UnassignedCodeword_0103
UnassignedCodeword_0104
UnassignedCodeword_0106
UnassignedCodeword_0107
UnassignedCodeword_0108
UnassignedCodeword_0113
UnassignedCodeword_0116
UnassignedCodeword_0118
UnassignedCodeword_0119
UnassignedCodeword_0121
UnassignedCodeword_0123
UnassignedCodeword_0124
UnassignedCodeword_0127
UnassignedCodeword_0128
UnassignedCodeword_0129
UnassignedCodeword_0133
UnassignedCodeword_0139
UnassignedCodeword_0143
UnassignedCodeword_0149
UnassignedCodeword_0150
UnassignedCodeword_0152
UnassignedCodeword_0159
UnassignedCodeword_0160
UnassignedCodeword_0162
UnassignedCodeword_0164
UnassignedCodeword_0165
UnassignedCodeword_0167
UnassignedCodeword_0168
UnassignedCodeword_0172
UnassignedCodeword_0175
UnassignedCodeword_0178
UnassignedCodeword_0179
UnassignedCodeword_0185
UnassignedCodeword_0188
UnassignedCodeword_0193
UnassignedCodeword_0195
UnassignedCodeword_0203
UnassignedCodeword_0206
UnassignedCodeword_0207
UnassignedCodeword_0208
UnassignedCodeword_0209
UnassignedCodeword_0210
UnassignedCodeword_0212
UnassignedCodeword_0213
UnassignedCodeword_0214
UnassignedCodeword_0218
UnassignedCodeword_0219
UnassignedCodeword_0225
UnassignedCodeword_0232
UnassignedCodeword_0235
UnassignedCodeword_0242
UnassignedCodeword_0247
UnassignedCodeword_0249
UnassignedCodeword_0253
UnassignedCodeword_0254
UnassignedCodeword_0258
UnassignedCodeword_0260
UnassignedCodeword_0261
UnassignedCodeword_0262
UnassignedCodeword_0266
UnassignedCodeword_0267
UnassignedCodeword_0268
UnassignedCodeword_0273
UnassignedCodeword_0275
UnassignedCodeword_0280
UnassignedCodeword_0281
UnassignedCodeword_0282
UnassignedCodeword_0283
UnassignedCodeword_0288
UnassignedCodeword_0289
UnassignedCodeword_0290
UnassignedCodeword_0292
UnassignedCodeword_0293
UnassignedCodeword_0294
UnassignedCodeword_0297
UnassignedCodeword_0298
UnassignedCodeword_0299
UnassignedCodeword_0303
UnassignedCodeword_0304
UnassignedCodeword_0309
UnassignedCodeword_0310
UnassignedCodeword_0311
UnassignedCodeword_0312
UnassignedCodeword_0314
UnassignedCodeword_0317
UnassignedCodeword_0323
UnassignedCodeword_0326
UnassignedCodeword_0330
UnassignedCodeword_0338
UnassignedCodeword_0400
UnassignedCodeword_0401
UnassignedCodeword_0402
UnassignedCodeword_0403
UnassignedCodeword_0404
UnassignedCodeword_0405
UnassignedCodeword_0406
UnassignedCodeword_0407
UnassignedCodeword_0408
UnassignedCodeword_0409
UnassignedCodeword_0410
UnassignedCodeword_0411
UnassignedCodeword_0412
UnassignedCodeword_0413
UnassignedCodeword_0414
UnassignedCodeword_0415
UnassignedCodeword_0416
UnassignedCodeword_0417
UnassignedCodeword_0418
UnassignedCodeword_0419
UnassignedCodeword_0420
UnassignedCodeword_0421
UnassignedCodeword_0422
UnassignedCodeword_0423
UnassignedCodeword_0424
UnassignedCodeword_0425
UnassignedCodeword_0426
UnassignedCodeword_0427
UnassignedCodeword_0428
UnassignedCodeword_0429
UnassignedCodeword_0430
UnassignedCodeword_0431
UnassignedCodeword_0432
UnassignedCodeword_0433
UnassignedCodeword_0434
UnassignedCodeword_0435
UnassignedCodeword_0436
UnassignedCodeword_0437
UnassignedCodeword_0438
UnassignedCodeword_0439
UnassignedCodeword_0440
UnassignedCodeword_0441
UnassignedCodeword_0442
UnassignedCodeword_0443
UnassignedCodeword_0444
UnassignedCodeword_0445
UnassignedCodeword_0446
UnassignedCodeword_0447
UnassignedCodeword_0448
UnassignedCodeword_0449
UnassignedCodeword_0450
UnassignedCodeword_0451
UnassignedCodeword_0452
UnassignedCodeword_0453
UnassignedCodeword_0454
UnassignedCodeword_0455
UnassignedCodeword_0456
UnassignedCodeword_0457
UnassignedCodeword_0458
UnassignedCodeword_0459
UnassignedCodeword_0460
UnassignedCodeword_0461
UnassignedCodeword_0462
UnassignedCodeword_0463
UnassignedCodeword_0464
UnassignedCodeword_0465
UnassignedCodeword_0466
UnassignedCodeword_0467
UnassignedCodeword_0468
UnassignedCodeword_0469
UnassignedCodeword_0470
UnassignedCodeword_0471
UnassignedCodeword_0472
UnassignedCodeword_0473
UnassignedCodeword_0474
UnassignedCodeword_0475
UnassignedCodeword_0476
UnassignedCodeword_0477
UnassignedCodeword_0478
UnassignedCodeword_0479
UnassignedCodeword_0480
UnassignedCodeword_0481
UnassignedCodeword_0482
UnassignedCodeword_0483
UnassignedCodeword_0484
UnassignedCodeword_0485
UnassignedCodeword_0486
UnassignedCodeword_0487
UnassignedCodeword_0488
UnassignedCodeword_0489
UnassignedCodeword_0490
UnassignedCodeword_0491
UnassignedCodeword_0492
UnassignedCodeword_0493
UnassignedCodeword_0494
UnassignedCodeword_0495
UnassignedCodeword_0496
UnassignedCodeword_0497
UnassignedCodeword_0498
UnassignedCodeword_0499
VAMP8
VCAN
VDR
VEGFA
VIM
VOPP1
VPREB3
VSIG4
VSIR
VTN
VWA5A
VWA5B2
VWF
WARS
WDFY4
WFDC2
WIF1
WNT5B
XBP1
XCL2
YAF2
ZEB1
ZEB2
ZMIZ1
ZNF562
ZNF667-AS1
ZNF683
